iter	Passed	Remaining
481	583	627
482	584	625
483	585	624
484	586	622
485	587	621
486	588	619
487	589	618
488	590	616
489	591	615
490	592	613
491	593	612
492	593	610
493	594	608
494	595	607
495	595	605
496	596	603
497	597	602
498	598	600
499	599	599
500	600	597
501	600	596
502	601	594
503	602	592
504	603	591
505	604	590
506	605	588
507	606	587
508	607	586
509	608	584
510	609	583
511	610	581
512	611	580
513	612	578
514	613	577
515	613	575
516	614	574
517	615	572
518	616	571
519	616	569
520	617	567
521	618	566
522	619	565
523	621	564
524	622	563
525	623	561
526	624	560
527	625	559
528	626	558
529	627	556
530	628	554
531	629	553
532	630	552
533	631	551
534	632	550
535	633	548
536	634	547
537	636	546
538	637	545
539	638	544
540	639	542
541	640	541
542	641	539
543	642	538
544	642	536
545	643	535
546	644	534
547	645	532
548	646	530
549	646	529
550	647	527
551	648	526
552	649	525
553	651	524
554	652	523
555	653	522
556	654	520
557	655	519
558	656	517
559	657	516
560	657	514
561	659	513
562	660	512
563	660	510
564	661	509
565	662	507
566	663	506
567	664	505
568	665	504
569	667	503
570	669	502
571	670	501
572	670	500
573	671	498
574	672	497
575	673	496
576	675	495
577	676	493
578	677	492
579	677	490
580	678	489
581	679	488
582	681	487
583	682	486
584	683	485
585	684	483
586	685	482
587	686	480
588	687	479
589	688	478
590	689	476
591	689	475
592	690	473
593	691	472
594	691	470
595	692	469
596	693	468
597	694	466
598	695	465
599	697	465
600	698	464
601	699	462
602	700	461
603	701	459
604	702	458
605	703	457
606	703	455
607	704	454
608	705	453
609	706	451
610	707	450
611	709	449
612	710	448
613	711	447
614	713	446
615	714	445
616	715	444
617	716	443
618	717	441
619	719	440
620	720	439
621	722	438
622	723	437
623	724	436
624	726	436
625	728	434
626	729	433
627	729	432
628	730	430
629	731	429
630	732	428
631	732	426
632	733	425
633	735	424
634	736	423
635	736	421
636	737	420
637	738	419
638	739	417
639	740	416
640	742	415
641	743	414
642	744	413
643	744	411
644	745	410
645	746	408
646	747	407
647	748	406
648	749	405
649	749	403
650	750	402
651	751	401
652	752	400
653	754	399
654	755	397
655	757	397
656	758	395
657	759	394
658	759	393
659	760	391
660	761	390
661	762	389
662	763	387
663	764	386
664	765	385
665	766	384
666	767	383
667	768	381
668	769	380
669	771	379
670	772	378
671	773	377
672	774	376
673	775	375
674	776	373
675	777	372
676	777	371
677	779	369
678	780	368
679	781	367
680	782	366
681	783	365
682	785	364
683	786	363
684	787	362
685	788	360
686	789	359
687	790	358
688	790	356
689	791	355
690	792	354
691	793	353
692	794	351
693	795	350
694	796	349
695	797	348
696	798	346
697	799	345
698	800	344
699	801	343
700	802	342
701	803	341
702	804	339
703	805	338
704	805	337
705	806	335
706	807	334
707	808	333
708	809	332
709	809	330
710	810	329
711	811	328
712	812	327
713	813	325
714	815	325
715	816	323
716	817	322
717	818	321
718	818	320
719	819	318
720	820	317
721	821	316
722	822	314
723	822	313
724	823	312
725	824	311
726	825	309
727	826	308
728	826	307
729	827	306
730	829	305
731	830	304
732	831	302
733	832	301
734	833	300
735	834	299
736	834	297
737	835	296
738	836	295
739	837	294
740	838	293
741	839	291
742	840	290
743	840	289
744	841	288
745	842	286
746	843	285
747	844	284
748	846	283
749	847	282
750	848	281
751	849	280
752	850	278
753	851	277
754	851	276
755	852	275
756	853	274
757	854	272
758	855	271
759	855	270
760	856	269
761	858	268
762	860	267
763	861	266
764	862	264
765	863	263
766	864	262
767	864	261
768	865	260
769	866	258
770	867	257
771	868	256
772	869	255
773	870	254
774	870	252
775	871	251
776	872	250
777	874	249
778	875	248
779	876	247
780	878	246
781	878	245
782	879	243
783	880	242
784	881	241
785	882	240
786	883	239
787	883	237
788	884	236
789	885	235
790	886	234
791	886	232
792	888	231
793	889	230
794	890	229
795	892	228
796	893	227
797	893	226
798	894	225
799	895	223
800	896	222
801	897	221
802	898	220
803	899	219
804	900	218
805	901	216
806	902	215
807	903	214
808	905	213
809	906	212
810	907	211
811	908	210
812	909	209
813	910	208
814	911	206
815	911	205
816	912	204
817	913	203
818	914	202
819	915	200
820	916	199
821	917	198
822	918	197
823	920	196
824	921	195
825	922	194
826	923	193
827	924	192
828	924	190
829	925	189
830	927	188
831	927	187
832	928	186
833	929	184
834	929	183
835	930	182
836	931	181
837	933	180
838	935	179
839	936	178
840	937	177
841	938	176
842	939	174
843	940	173
844	941	172
845	942	171
846	943	170
847	944	169
848	945	168
849	947	167
850	948	166
851	950	165
852	951	163
853	952	162
854	953	161
855	954	160
856	955	159
857	956	158
858	957	157
859	959	156
860	960	154
861	960	153
862	962	152
863	963	151
864	965	150
865	966	149
866	967	148
867	968	147
868	969	146
869	970	145
870	972	143
871	973	142
872	974	141
873	975	140
874	976	139
875	977	138
876	979	137
877	981	136
878	982	135
879	983	134
880	984	132
881	985	131
882	986	130
883	987	129
884	988	128
885	990	127
886	991	126
887	993	125
888	994	124
889	995	123
890	996	121
891	997	120
892	998	119
893	1000	118
894	1001	117
895	1002	116
896	1003	115
897	1005	114
898	1006	113
899	1008	112
900	1009	110
901	1011	109
902	1011	108
903	1012	107
904	1013	106
905	1014	105
906	1016	104
907	1017	103
908	1018	101
909	1019	100
910	1021	99
911	1022	98
912	1024	97
913	1025	96
914	1026	95
915	1027	94
916	1028	93
917	1029	91
918	1031	90
919	1031	89
920	1032	88
921	1033	87
922	1034	86
923	1035	85
924	1037	84
925	1038	83
926	1039	81
927	1040	80
928	1041	79
929	1042	78
930	1043	77
931	1044	76
932	1045	75
933	1046	73
934	1046	72
935	1047	71
936	1048	70
937	1049	69
938	1050	68
939	1052	67
940	1053	66
941	1054	64
942	1055	63
943	1056	62
944	1057	61
945	1057	60
946	1058	59
947	1059	58
948	1060	57
949	1061	55
950	1062	54
951	1062	53
952	1063	52
953	1065	51
954	1067	50
955	1068	49
956	1069	48
957	1070	46
958	1071	45
959	1072	44
960	1073	43
961	1074	42
962	1075	41
963	1076	40
964	1076	39
965	1077	37
966	1078	36
967	1079	35
968	1080	34
969	1082	33
970	1083	32
971	1084	31
972	1085	30
973	1086	29
974	1087	27
975	1088	26
976	1089	25
977	1090	24
978	1091	23
979	1091	22
980	1092	21
981	1093	20
982	1094	18
983	1095	17
984	1096	16
985	1098	15
986	1099	14
987	1100	13
988	1101	12
989	1102	11
990	1103	10
991	1104	8
992	1105	7
993	1105	6
994	1106	5
995	1107	4
996	1108	3
997	1109	2
998	1110	1
999	1112	0
